CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50109497,FOREIGNER,Manhattan,64,WEST   21 STREET,10010,6465351653,Coffee/Tea,08/12/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,08/12/2021,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.741067418366,-73.992457836814,105,03,005400,1015513,1008220075,MN13
41448576,PYRAMID COFFEE COMPANY,Manhattan,535,EAST   70 STREET,10021,2127742695,Coffee/Tea,08/12/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,08/12/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.765204056713,-73.953885815035,108,05,012400,1046256,1014820020,MN31
50109497,FOREIGNER,Manhattan,64,WEST   21 STREET,10010,6465351653,Coffee/Tea,08/12/2021,Violations were cited in the following area(s).,10J,Hand wash sign not posted,Not Critical,7,A,08/12/2021,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.741067418366,-73.992457836814,105,03,005400,1015513,1008220075,MN13
50109497,FOREIGNER,Manhattan,64,WEST   21 STREET,10010,6465351653,Coffee/Tea,08/12/2021,Violations were cited in the following area(s).,20A,Food allergy information poster not conspicuously posted where food is being prepared or processed by food workers.,Not Critical,,,,02/21/2022,Administrative Miscellaneous / Initial Inspection,40.741067418366,-73.992457836814,105,03,005400,1015513,1008220075,MN13
50098068,CAFE D'AVIGNON,Brooklyn,445,ALBEE SQUARE WEST,11201,9177153556,Coffee/Tea,08/12/2021,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,2,A,08/12/2021,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.690826232689,-73.98345224546,302,33,001500,3397861,3001497501,BK38
50055040,GREGORY'S COFFEE,Manhattan,551,MADISON AVENUE,10022,6467070529,Coffee/Tea,08/12/2021,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,12,A,08/12/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.761073848899,-73.973229881227,105,04,010200,1035770,1012910021,MN17
41448576,PYRAMID COFFEE COMPANY,Manhattan,535,EAST   70 STREET,10021,2127742695,Coffee/Tea,08/12/2021,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,12,A,08/12/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.765204056713,-73.953885815035,108,05,012400,1046256,1014820020,MN31
50055124,ST KILDA COFFEE,Manhattan,328,WEST   44 STREET,10036,3472605056,Coffee/Tea,08/12/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,16,,,02/21/2022,Cycle Inspection / Initial Inspection,40.758938354794,-73.989842409824,104,03,012100,1024973,1010340046,MN15
50055124,ST KILDA COFFEE,Manhattan,328,WEST   44 STREET,10036,3472605056,Coffee/Tea,08/12/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,16,,,02/21/2022,Cycle Inspection / Initial Inspection,40.758938354794,-73.989842409824,104,03,012100,1024973,1010340046,MN15
50055124,ST KILDA COFFEE,Manhattan,328,WEST   44 STREET,10036,3472605056,Coffee/Tea,08/12/2021,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,16,,,02/21/2022,Cycle Inspection / Initial Inspection,40.758938354794,-73.989842409824,104,03,012100,1024973,1010340046,MN15
50055040,GREGORY'S COFFEE,Manhattan,551,MADISON AVENUE,10022,6467070529,Coffee/Tea,08/12/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,08/12/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.761073848899,-73.973229881227,105,04,010200,1035770,1012910021,MN17
41035324,STARBUCKS,Manhattan,1515,YORK AVENUE,10028,2124723581,Coffee/Tea,08/12/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,08/12/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.772253629329,-73.94981561832,108,05,013600,1050368,1015600021,MN32
41035324,STARBUCKS,Manhattan,1515,YORK AVENUE,10028,2124723581,Coffee/Tea,08/12/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,08/12/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.772253629329,-73.94981561832,108,05,013600,1050368,1015600021,MN32
50109497,FOREIGNER,Manhattan,64,WEST   21 STREET,10010,6465351653,Coffee/Tea,08/12/2021,Violations were cited in the following area(s).,20D,"“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",Not Critical,,,,02/21/2022,Administrative Miscellaneous / Initial Inspection,40.741067418366,-73.992457836814,105,03,005400,1015513,1008220075,MN13
50058917,STARBUCKS COFFEE COMPANY #29897,Manhattan,605,3 AVENUE,10158,2126159700,Coffee/Tea,08/13/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,08/13/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.749068815335,-73.975681711257,106,04,008800,1082153,1009200012,MN19
50058917,STARBUCKS COFFEE COMPANY #29897,Manhattan,605,3 AVENUE,10158,2126159700,Coffee/Tea,08/13/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,08/13/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.749068815335,-73.975681711257,106,04,008800,1082153,1009200012,MN19
50058917,STARBUCKS COFFEE COMPANY #29897,Manhattan,605,3 AVENUE,10158,2126159700,Coffee/Tea,08/13/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,08/13/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.749068815335,-73.975681711257,106,04,008800,1082153,1009200012,MN19
50102708,CARO BAKERY & COFFEE SHOP,Bronx,868,EAST  180 STREET,10460,7186791567,Coffee/Tea,08/13/2021,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,7,A,08/13/2021,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.845325218479,-73.883161899635,206,17,036300,2013146,2031230047,BX17
50110565,THE KASBAH CAFE,Queens,3919,GREENPOINT AVE,11104,3472875493,Coffee/Tea,08/13/2021,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical,5,,,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.738823751555,-73.926724398885,402,26,018900,4002923,4002060034,QN31
50110565,THE KASBAH CAFE,Queens,3919,GREENPOINT AVE,11104,3472875493,Coffee/Tea,08/13/2021,No violations were recorded at the time of this inspection.,,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site.",Not Critical,,,,02/21/2022,Trans Fat / Initial Inspection,40.738823751555,-73.926724398885,402,26,018900,4002923,4002060034,QN31
50110565,THE KASBAH CAFE,Queens,3919,GREENPOINT AVE,11104,3472875493,Coffee/Tea,08/13/2021,No violations were recorded at the time of this inspection.,,"“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",Not Critical,,,,02/21/2022,Administrative Miscellaneous / Initial Inspection,40.738823751555,-73.926724398885,402,26,018900,4002923,4002060034,QN31
50110565,THE KASBAH CAFE,Queens,3919,GREENPOINT AVE,11104,3472875493,Coffee/Tea,08/13/2021,No violations were recorded at the time of this inspection.,,"“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",Not Critical,,,,02/21/2022,Administrative Miscellaneous / Initial Inspection,40.738823751555,-73.926724398885,402,26,018900,4002923,4002060034,QN31
41594669,TAR PIT,Brooklyn,135,WOODPOINT ROAD,11211,6464699494,Coffee/Tea,08/14/2021,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,08/14/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.717499860644,-73.941397627367,301,34,047700,3070131,3028750044,BK90
41594669,TAR PIT,Brooklyn,135,WOODPOINT ROAD,11211,6464699494,Coffee/Tea,08/14/2021,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,12,A,08/14/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.717499860644,-73.941397627367,301,34,047700,3070131,3028750044,BK90
40931583,CONNECTICUT MUFFIN,Brooklyn,423,MYRTLE AVENUE,11205,7189350087,Coffee/Tea,08/16/2021,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,19,,,02/21/2022,Cycle Inspection / Initial Inspection,40.693136988863,-73.968666715239,302,35,019100,3054300,3018880001,BK69
41623184,CHARLOTTE PATISSERIE,Brooklyn,596,MANHATTAN AVENUE,11222,7183838313,Coffee/Tea,08/16/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,,,02/21/2022,Cycle Inspection / Initial Inspection,40.723021068061,-73.950347090563,301,33,056900,3066759,3026800044,BK76
41623184,CHARLOTTE PATISSERIE,Brooklyn,596,MANHATTAN AVENUE,11222,7183838313,Coffee/Tea,08/16/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,,,02/21/2022,Cycle Inspection / Initial Inspection,40.723021068061,-73.950347090563,301,33,056900,3066759,3026800044,BK76
41677385,CAFE DE CUPPING,Queens,15017,NORTHERN BOULEVARD,11354,7189090777,Coffee/Tea,08/16/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,08/16/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.765214411747,-73.814525079173,407,20,115700,4532169,4050080031,QN51
41677385,CAFE DE CUPPING,Queens,15017,NORTHERN BOULEVARD,11354,7189090777,Coffee/Tea,08/16/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,08/16/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.765214411747,-73.814525079173,407,20,115700,4532169,4050080031,QN51
50101046,SWEETORIES,Queens,7128,ROOSEVELT AVE,11372,3479877351,Coffee/Tea,08/16/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,40,,,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.746546813276,-73.894173605278,404,25,026500,4311571,4013030011,QN50
50108654,CUPPA TEA,Queens,3712,PRINCE ST,11354,3015080886,Coffee/Tea,08/16/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,08/16/2021,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.760551748505,-73.832839584121,407,20,087100,4618203,4049727502,QN22
50101046,SWEETORIES,Queens,7128,ROOSEVELT AVE,11372,3479877351,Coffee/Tea,08/16/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,40,,,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.746546813276,-73.894173605278,404,25,026500,4311571,4013030011,QN50
50103727,ISLAND PROVISIONS,Queens,9613,SPRINGFIELD BLVD,11429,9294330038,Coffee/Tea,08/16/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,08/16/2021,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.718290836445,-73.735313586914,413,27,056800,4231214,4107890248,QN34
50101046,SWEETORIES,Queens,7128,ROOSEVELT AVE,11372,3479877351,Coffee/Tea,08/16/2021,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,40,,,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.746546813276,-73.894173605278,404,25,026500,4311571,4013030011,QN50
41600160,STARBUCKS,Manhattan,11011109,AVENUE OF THE AMERICAS,,2123823917,Coffee/Tea,08/16/2021,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,08/16/2021,02/21/2022,Cycle Inspection / Initial Inspection,0,0,,,,,1,
50101046,SWEETORIES,Queens,7128,ROOSEVELT AVE,11372,3479877351,Coffee/Tea,08/16/2021,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,40,,,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.746546813276,-73.894173605278,404,25,026500,4311571,4013030011,QN50
50104017,GROUND CENTRAL COFFEE COMPANY,Manhattan,714,2 AVENUE,10016,6465907554,Coffee/Tea,08/16/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,08/16/2021,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.747602702242,-73.973816371697,106,04,007800,1021921,1009440001,MN20
50103727,ISLAND PROVISIONS,Queens,9613,SPRINGFIELD BLVD,11429,9294330038,Coffee/Tea,08/16/2021,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,A,08/16/2021,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.718290836445,-73.735313586914,413,27,056800,4231214,4107890248,QN34
41600160,STARBUCKS,Manhattan,11011109,AVENUE OF THE AMERICAS,,2123823917,Coffee/Tea,08/16/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,08/16/2021,02/21/2022,Cycle Inspection / Initial Inspection,0,0,,,,,1,
50086128,ORCHID TEA CAFE,Brooklyn,4602,7 AVENUE,11220,9173026883,Coffee/Tea,08/16/2021,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,A,08/16/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.644594338318,-74.003686332124,307,38,009600,3011989,3007580038,BK34
50101046,SWEETORIES,Queens,7128,ROOSEVELT AVE,11372,3479877351,Coffee/Tea,08/16/2021,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,40,,,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.746546813276,-73.894173605278,404,25,026500,4311571,4013030011,QN50
50086128,ORCHID TEA CAFE,Brooklyn,4602,7 AVENUE,11220,9173026883,Coffee/Tea,08/16/2021,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10,A,08/16/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.644594338318,-74.003686332124,307,38,009600,3011989,3007580038,BK34
50101046,SWEETORIES,Queens,7128,ROOSEVELT AVE,11372,3479877351,Coffee/Tea,08/16/2021,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,40,,,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.746546813276,-73.894173605278,404,25,026500,4311571,4013030011,QN50
40931583,CONNECTICUT MUFFIN,Brooklyn,423,MYRTLE AVENUE,11205,7189350087,Coffee/Tea,08/16/2021,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,19,,,02/21/2022,Cycle Inspection / Initial Inspection,40.693136988863,-73.968666715239,302,35,019100,3054300,3018880001,BK69
40931583,CONNECTICUT MUFFIN,Brooklyn,423,MYRTLE AVENUE,11205,7189350087,Coffee/Tea,08/16/2021,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,19,,,02/21/2022,Cycle Inspection / Initial Inspection,40.693136988863,-73.968666715239,302,35,019100,3054300,3018880001,BK69
50101046,SWEETORIES,Queens,7128,ROOSEVELT AVE,11372,3479877351,Coffee/Tea,08/16/2021,Violations were cited in the following area(s).,10J,Hand wash sign not posted,Not Critical,40,,,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.746546813276,-73.894173605278,404,25,026500,4311571,4013030011,QN50
50104017,GROUND CENTRAL COFFEE COMPANY,Manhattan,714,2 AVENUE,10016,6465907554,Coffee/Tea,08/16/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,08/16/2021,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.747602702242,-73.973816371697,106,04,007800,1021921,1009440001,MN20
50104017,GROUND CENTRAL COFFEE COMPANY,Manhattan,714,2 AVENUE,10016,6465907554,Coffee/Tea,08/16/2021,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,08/16/2021,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.747602702242,-73.973816371697,106,04,007800,1021921,1009440001,MN20
41623184,CHARLOTTE PATISSERIE,Brooklyn,596,MANHATTAN AVENUE,11222,7183838313,Coffee/Tea,08/16/2021,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,11,,,02/21/2022,Cycle Inspection / Initial Inspection,40.723021068061,-73.950347090563,301,33,056900,3066759,3026800044,BK76
50101046,SWEETORIES,Queens,7128,ROOSEVELT AVE,11372,3479877351,Coffee/Tea,08/16/2021,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,40,,,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.746546813276,-73.894173605278,404,25,026500,4311571,4013030011,QN50
41623184,CHARLOTTE PATISSERIE,Brooklyn,596,MANHATTAN AVENUE,11222,7183838313,Coffee/Tea,08/16/2021,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,,,02/21/2022,Cycle Inspection / Initial Inspection,40.723021068061,-73.950347090563,301,33,056900,3066759,3026800044,BK76
40931583,CONNECTICUT MUFFIN,Brooklyn,423,MYRTLE AVENUE,11205,7189350087,Coffee/Tea,08/16/2021,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19,,,02/21/2022,Cycle Inspection / Initial Inspection,40.693136988863,-73.968666715239,302,35,019100,3054300,3018880001,BK69
50101046,SWEETORIES,Queens,7128,ROOSEVELT AVE,11372,3479877351,Coffee/Tea,08/16/2021,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,40,,,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.746546813276,-73.894173605278,404,25,026500,4311571,4013030011,QN50
40931583,CONNECTICUT MUFFIN,Brooklyn,423,MYRTLE AVENUE,11205,7189350087,Coffee/Tea,08/16/2021,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,19,,,02/21/2022,Cycle Inspection / Initial Inspection,40.693136988863,-73.968666715239,302,35,019100,3054300,3018880001,BK69
50112795,CAFE & SWEETS,Brooklyn,552,86 STREET,11209,9177962824,Coffee/Tea,08/16/2021,No violations were recorded at the time of this inspection.,,,Not Applicable,0,,,02/21/2022,Pre-permit (Non-operational) / Re-inspection,40.620563905167,-74.024703547753,310,43,016000,3153817,3060520021,BK31
50060415,JOE & THE JUICE,Manhattan,67,SPRING STREET,10012,9175665727,Coffee/Tea,08/17/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,50,,,02/21/2022,Cycle Inspection / Initial Inspection,40.722427937909,-73.997416903028,102,01,004300,1079953,1004960036,MN24
50092595,1982 COFFEE ROASTERS,Brooklyn,5403,13 AVENUE,11219,7184751982,Coffee/Tea,08/17/2021,Violations were cited in the following area(s).,22F,MISBRANDED AND LABELING,Not Critical,,,,02/21/2022,Administrative Miscellaneous / Initial Inspection,40.632160430076,-73.995085809789,312,44,023800,3139408,3056770009,BK88
50092595,1982 COFFEE ROASTERS,Brooklyn,5403,13 AVENUE,11219,7184751982,Coffee/Tea,08/17/2021,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,52,,,02/21/2022,Cycle Inspection / Initial Inspection,40.632160430076,-73.995085809789,312,44,023800,3139408,3056770009,BK88
50112272,COFFEE RX ROASTERS,Manhattan,33,EAST    8 STREET,10003,3475926283,Coffee/Tea,08/17/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,N,,02/21/2022,Pre-permit (Non-operational) / Initial Inspection,40.731463603918,-73.994475894157,102,02,005900,1009090,1005607501,MN23
50092595,1982 COFFEE ROASTERS,Brooklyn,5403,13 AVENUE,11219,7184751982,Coffee/Tea,08/17/2021,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,52,,,02/21/2022,Cycle Inspection / Initial Inspection,40.632160430076,-73.995085809789,312,44,023800,3139408,3056770009,BK88
41672128,STARBUCKS,Brooklyn,348,FULTON STREET,11201,7184881719,Coffee/Tea,08/17/2021,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,08/17/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.691933001056,-73.988572519549,302,33,003700,3000418,3001530014,BK38
41249343,STARBUCKS,Brooklyn,6,METRO TECH,11201,7185222396,Coffee/Tea,08/17/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,08/17/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.69402437363,-73.987205434727,302,33,001100,3000265,3001420001,BK38
50111280,PLANTSHED COFFEE BAR,Manhattan,723,AMSTERDAM AVENUE,10025,2126624400,Coffee/Tea,08/17/2021,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,28,,,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.793565633714,-73.970706739981,107,06,018100,1032587,1012267502,MN12
41249343,STARBUCKS,Brooklyn,6,METRO TECH,11201,7185222396,Coffee/Tea,08/17/2021,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10,A,08/17/2021,02/21/2022,Cycle Inspection / Initial Inspection,40.69402437363,-73.987205434727,302,33,001100,3000265,3001420001,BK38
50060415,JOE & THE JUICE,Manhattan,67,SPRING STREET,10012,9175665727,Coffee/Tea,08/17/2021,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,50,,,02/21/2022,Cycle Inspection / Initial Inspection,40.722427937909,-73.997416903028,102,01,004300,1079953,1004960036,MN24
50111280,PLANTSHED COFFEE BAR,Manhattan,723,AMSTERDAM AVENUE,10025,2126624400,Coffee/Tea,08/17/2021,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,28,,,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.793565633714,-73.970706739981,107,06,018100,1032587,1012267502,MN12
50111280,PLANTSHED COFFEE BAR,Manhattan,723,AMSTERDAM AVENUE,10025,2126624400,Coffee/Tea,08/17/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,28,,,02/21/2022,Pre-permit (Operational) / Initial Inspection,40.793565633714,-73.970706739981,107,06,018100,1032587,1012267502,MN12
