Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1384288594,JMP1248,PA,PAS,07/11/2015,17,SDN,DODGE,P,35410,14510,15710,0,0020,20,20,937885,0020,0000,0934P,,NY,F,55,WEST 82 STREET,,0,408,C3,,BBBBBBB,ALL,ALL,GREEN,0,0,-,0,,,,,
1384288600,H57BUL,NJ,PAS,07/11/2015,40,SDN,NISSA,P,35410,14510,15710,0,0020,20,20,937885,0020,0000,0941P,,NY,O,27,WEST 82 STREET,,0,408,C4,,BBBBBBB,ALL,ALL,BLACK,0,0,-,6,,,,,
1384288636,R64CBB,NJ,PAS,07/11/2015,40,SUBN,PONTI,P,35250,14510,15710,0,0020,20,20,937885,0020,0000,1015P,,NY,F,19,WEST 74 STREET,,0,408,C4,,BBBBBBB,ALL,ALL,WHITE,0,0,-,5,,,,,
1384288648,JMH6887,PA,PAS,07/11/2015,20,SDN,NISSA,P,29690,35210,35230,0,0020,20,20,937885,0020,0000,1035P,,NY,O,5,RIVERSIDE DRIVE,,0,408,E2,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
1384288650,Z95ECT,NJ,PAS,07/11/2015,40,SDN,FORD,P,35250,15710,11710,0,0020,20,20,937885,0020,0000,1045P,,NY,F,117,WEST 74 STREET,,0,408,D,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,
1384288661,U95EMB,NJ,PAS,07/14/2015,17,SDN,BMW,P,35430,14510,15710,0,0020,20,20,937885,0020,0000,0951P,,NY,F,70,W 83 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BLACK,0,0,-,0,,,,,
1384288752,GER1381,NY,PAS,07/06/2015,99,SDN,FIAT,P,35130,14510,15710,20170310,0020,20,20,949328,0020,0000,0145A,0144A,NY,F,70,W 68 ST,,0,408,K6,,BBBBBBB,ALL,ALL,GY,0,2013,-,0,,,,,
1384288764,ZSK90L,NJ,PAS,07/06/2015,99,SDN,TOYOT,P,35150,14510,15710,0,0020,20,20,949328,0020,0000,0135A,0134A,NY,F,65,W 69 ST,,0,408,99,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
1384288776,GVA7017,NY,PAS,07/06/2015,40,SUBN,BMW,P,0,40404,40404,20161204,0020,20,20,949328,0020,0000,0121A,0120A,NY,F,205,WESTEND,,0,408,99,,BBBBBBB,ALL,ALL,BLACK,0,2005,-,10,,,,,
1384289318,LEXVS16,NJ,PAS,07/18/2015,19,SUBN,LEXUS,P,29690,44990,29690,0,0020,20,20,952593,0020,0000,0645P,,NY,O,11,RIVERSIDE DR,,0,408,F1,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
1384289320,S54DCY,NJ,PAS,07/15/2015,17,SDN,BMW,P,35410,15710,11710,0,0020,20,20,952593,0020,0000,0504P,,NY,F,107,W 82 ST,,0,408,C4,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,
1384289392,VHD8653,VA,PAS,07/11/2015,40,SUBN,,P,35410,14510,15710,0,0020,20,20,952593,0020,0000,0947P,,NY,O,2,W 82 ST,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
1384289458,X37EYR,NJ,PAS,07/11/2015,19,SUBN,MERCU,P,14510,35270,35290,0,0020,20,20,952593,0020,0000,0720P,,NY,O,151,CENTRAL PARK W,,0,408,E2,,BBBBBBB,ALL,ALL,GREEN,0,0,-,0,,,,,
1384289460,GSR9880,NY,PAS,07/11/2015,19,SDN,HONDA,P,14510,35270,35290,20170607,0020,20,20,952593,0020,0000,0720P,,NY,O,151,CENTRAL PARK W,,0,408,C3,,BBBBBBB,ALL,ALL,WHITE,0,2002,-,0,,,,,
1384289483,HMF9283,PA,PAS,02/11/2015,40,SDN,BMW,P,35290,44990,29690,0,0020,20,20,962693,0020,0000,1030P,,,F,311,W 76 ST,,0,408,C3,,BBBBBBB,ALL,ALL,BLK,0,0,-,2,,,,,
1384289501,T10EAJ,NJ,PAS,07/11/2000,20,SUBN,BMW,P,29690,35210,35230,0,0020,20,20,952593,0020,0000,1036P,,,O,3,RIVERSIDE DR,,0,408,D,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1384289537,GTV2474,NY,PAS,07/11/2015,46,SDN,NISSA,P,35050,11710,44990,20150817,0020,20,20,952736,0020,0000,0945A,,NY,O,246,W 64TH ST,,0,408,D,,BBBBBBB,ALL,ALL,WHT,0,2010,-,0,,,,,
1384289549,R31EKG,NJ,PAS,07/11/2015,46,SDN,VOLVO,P,35050,11710,44990,20160630,0020,20,20,952736,0020,0000,0946P,,NY,O,246,W 64TH ST,,0,408,F1,,BBBBBBB,ALL,ALL,GRY,0,0,-,0,,,,,
1384289938,L10810,CT,COM,07/08/2015,45,DELV,ISUZU,P,35350,15710,11710,0,0020,20,20,934247,0020,0000,1148A,,NY,F,163,W 79 ST,,0,408,E1,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1384290023,XAAW39,NJ,PAS,07/08/2015,45,DELV,MERCU,P,0,40404,40404,0,0020,20,20,934247,0020,0000,0250P,,NY,O,389,WESTEND AVE,,0,408,E1,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1384290035,XU574W,NJ,PAS,07/08/2015,46,VAN,FORD,P,35410,15710,11710,0,0020,20,20,934247,0020,0000,0300P,0130P,NY,F,134,W 82 ST,,20150708,408,E1,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1384290140,XAXM72,NJ,PAS,07/10/2015,45,DELV,HINO,P,15710,35250,35270,0,0020,20,120,934247,0120,0000,0131P,,NY,F,313,COLUMBUS AVE,,0,408,E1,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1384290151,XANE76,NJ,PAS,07/10/2015,45,DELV,HINO,P,29690,44990,29690,0,0020,20,20,934247,0020,0000,0140P,,NY,F,11,RIVERSIDE DR,,0,408,E1,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1384290163,XW9405,NJ,PAS,07/10/2015,45,DELV,ISUZU,P,13610,40404,40404,0,0020,20,20,934247,0020,0000,0140P,,NY,F,21070,BROADWAY,,0,408,E1,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1384290187,X50A10,NJ,PAS,07/10/2015,45,DELV,CHEVR,P,35490,15710,11710,0,0020,20,20,934247,0020,0000,0156P,,NY,F,156,W 86,,0,408,E1,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1384290229,XCCK33,NJ,PAS,07/10/2015,45,P-U,FORD,P,35350,15710,11710,0,0020,20,20,934247,0020,0000,0443P,,NY,F,172,W 79 ST,,0,408,E1,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1384290515,GYP7030,NY,OMS,07/13/2015,50,SDN,VOLKS,P,35270,13610,44990,20160930,0020,20,20,957835,0020,0000,0142A,,NY,F,254,W 75 ST,,0,408,D1,,BBBBBBB,ALL,ALL,RD,0,2015,-,0,,,,,
1384290928,LIFFEYJR,NY,COM,07/13/2015,45,VAN,ME/BE,P,44990,35470,35490,20170630,0020,20,20,958084,0020,0000,1025A,,NY,F,535,WEST END AVE,,0,408,E1,,BBBBBBB,ALL,ALL,WHITE,0,2010,-,0,,,,,
1384302724,GCU6938,NY,PAS,07/12/2015,20,SUBN,NISSA,P,0,24890,0,20160924,0020,20,162,955486,0162,0000,0300P,,NY,,,NW CORNER E 131,LEXINGTON AVE,0,408,C3,,BBBBBBB,ALL,ALL,BL,0,2014,-,0,,,,,
1384314829,XAV472,NJ,PAS,06/16/2015,45,VAN,FORD,P,35210,14510,15710,0,0020,20,20,920567,0020,0000,0226P,,NY,F,15,W.72 ST,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1384314970,NDIAYE,SC,PAS,06/18/2015,19,SDN,ME/BE,P,44990,11710,44990,0,0020,20,20,920567,0020,0000,0106P,,NY,F,140,WEST END AVE,,0,408,E1,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1384315123,VBZ2075,VA,PAS,06/19/2015,46,SDN,TOYOT,P,35210,44990,29690,0,0020,20,20,920567,0020,0000,0111P,,NY,F,305,W 72 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BL,0,0,-,0,,,,,
1384315160,T644609C,NY,OMT,06/19/2015,46,SDN,TOYOT,P,35210,44990,29690,20160228,0020,20,20,920567,0020,0000,0116P,,NY,F,311,W 72 ST,,0,408,F1,,BBBBBBB,ALL,ALL,GN,0,2010,-,0,,,,,
1384315287,R12FGF,NJ,PAS,06/20/2015,20,CONV,BMW,P,35410,15710,11710,0,0020,20,20,920567,0020,0000,0125P,,NY,F,160,W 82 ST,,0,408,F1,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
1384315305,GDM4200,NY,PAS,06/22/2015,20,SUBN,ROVER,P,35490,13610,44990,20161221,0020,20,20,920567,0020,0000,0940A,,NY,F,278,W 86 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BK,0,2013,-,0,,,,,
1384315380,XW348T,NJ,PAS,06/22/2015,46,VAN,FORD,P,35230,14510,15710,0,0020,20,20,920567,0020,0000,1019A,,NY,O,19,W 73 ST,,0,408,F7,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1384315494,XAMF63,NJ,PAS,06/23/2015,45,VAN,CHEVR,P,14510,35410,35430,0,0020,20,20,920367,0020,0000,1056A,,NY,F,225,CENTRAL PARK WEST,,0,408,E1,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1384315548,GKV6592,NY,PAS,06/23/2015,17,SUBN,NISSA,P,35430,14510,15710,20151213,0020,20,20,920568,0020,0000,0106P,,NY,F,73,W 83 ST,,0,408,F1,,BBBBBBB,ALL,ALL,GY,0,2004,-,0,,,,,
1384315652,ZBF76L,NJ,PAS,06/24/2015,17,SUBN,ME/BE,P,35090,14510,15710,0,0020,20,20,920567,0020,0000,0940A,,NY,O,60,W 66 ST,,0,408,E1,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1384315706,GKY8736,NY,PAS,06/24/2015,46,SUBN,JEEP,P,35410,15710,11710,20151031,0020,20,20,920567,0020,0000,1017A,,NY,F,172,W 82 ST,,0,408,E1,,BBBBBBB,ALL,ALL,BK,0,2014,-,0,,,,,
1384315720,GFT8341,NY,PAS,06/24/2015,17,SDN,HYUND,P,35410,15710,11710,20170528,0020,20,20,920567,0020,0000,1020A,,NY,F,127,W 82 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BK,0,2014,-,0,,,,,
1384315779,XCHT17,NJ,PAS,06/24/2015,46,VAN,GMC,P,35430,14510,15710,0,0020,20,20,920567,0020,0000,1159A,,NY,F,62,W 83 ST,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1384315949,T656365C,NY,OMT,06/27/2015,46,SUBN,TOYOT,P,35210,29690,13113,20151130,0020,20,20,920567,0020,0000,0114P,,NY,F,344,W 72 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BK,0,2015,-,0,,,,,
1384315974,T673980C,NY,OMT,06/27/2015,46,TAXI,TOYOT,P,35210,29690,13113,20160430,0020,20,20,920567,0020,0000,0118P,,NY,F,340,W 72 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BK,0,2015,-,0,,,,,
1384316140,X4858L,NJ,PAS,06/29/2015,19,VAN,ISUZU,P,29690,35410,35430,0,0020,20,20,920567,0020,0000,0954A,,NY,F,101,RIVERSIDE DR,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1384316152,XL211Y,NJ,PAS,06/29/2015,45,VAN,MITSU,P,35490,44990,29690,0,0020,20,20,920567,0020,0000,1140A,,NY,O,310,W 86 ST,,0,408,C3,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1384316164,XS451D,NJ,PAS,06/29/2015,45,VAN,MITSU,P,35350,15710,11710,0,0020,20,20,920567,0020,0000,1150A,,NY,F,124,W 79 ST,,0,408,E1,,BBBBBBB,ALL,ALL,YL,0,0,-,0,,,,,
1384316190,XAXX19,NJ,PAS,06/29/2015,19,VAN,,P,35350,15710,11710,0,0020,20,20,920567,0020,0000,0230P,,NY,F,171,W 79 ST,,0,408,E1,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,
1384316206,XANK43,NJ,PAS,06/29/2015,45,DELV,GMC,P,35210,14510,15710,0,0020,20,20,920567,0020,0000,0235P,,NY,F,10,W 72 ST,,0,408,C3,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1384316220,GYU5986,NY,PAS,06/29/2015,19,SDN,HONDA,P,44990,11710,44990,20170621,0020,20,20,920567,0020,0000,0245P,,NY,F,140,WEST END AVE,,0,408,E1,,BBBBBBB,ALL,ALL,RD,0,2004,-,0,,,,,
1384316243,X7538U,NJ,PAS,06/30/2015,45,DELV,HINO,P,14510,35170,35190,0,0020,20,20,920567,0020,0000,1007A,,NY,F,101,CENTRAL PARK WEST,,0,408,E1,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1384316255,XABC76,NJ,PAS,06/30/2015,45,FLAT,DODGE,P,44990,35250,35270,0,0020,20,20,920567,0020,0000,1023A,,NY,F,300,WEST END AVE,,0,408,E1,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1384316334,T664210C,NY,OMT,06/30/2015,19,SUBN,DODGE,P,29690,44990,29690,20151130,0020,20,20,920567,0020,0000,0216P,,NY,O,11,RIVERSIDE DR,,0,408,E5,,BBBBBBB,ALL,ALL,TN,0,2010,-,0,,,,,
1384316360,X4858L,NJ,PAS,06/30/2015,19,DELV,ISUZU,P,29690,35410,35430,0,0020,20,20,920567,0020,0000,0228P,,NY,F,101,RIVERSIDE DR,,0,408,F1,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1384316437,GTS7513,NY,PAS,07/01/2015,19,SUBN,FORD,P,44990,11710,44990,20161111,0020,20,20,920567,0020,0000,1014A,,NY,F,140,WEST END AVE,,0,408,C3,,BBBBBBB,ALL,ALL,RD,0,1996,-,0,,,,,
1384316504,XBES92,NJ,PAS,07/01/2015,19,DELV,FRUEH,P,14510,35150,35170,0,0020,20,20,920567,0020,0000,1147A,,NY,F,99,CENTRAL PARK WEST,,0,408,E1,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1384316516,K91024,CT,COM,07/01/2015,19,VAN,FORD,P,35090,14510,15710,0,0020,20,20,920567,0020,0000,0121P,,NY,O,10,W 66 ST,,0,408,C3,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1384316589,GEV8389,NY,PAS,07/01/2015,17,SDN,MINI,P,35410,15710,11710,20170505,0020,20,20,920567,0020,0000,0233P,,NY,F,127,W 82 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BL,0,2007,-,0,,,,,
1384178089,YFU14E,NJ,PAS,06/28/2015,98,SUBN,HONDA,P,0,40404,40404,0,0020,20,90,953067,0090,0000,1240P,,K,F,254,51 ST STREET,,0,408,J3,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,
1384830649,GDB2708,NY,PAS,06/26/2015,41,SDN,BMW,S,17410,40404,40404,20160929,0020,20,814,594296,K814,0000,0846A,,K,F,1287,EAST 21ST ST,,0,408,D1,,BBBBYBB,0830A,1000A,BLACK,0,2008,-,0,,,,,
1385380070,XYZ91X,NJ,PAS,06/12/2015,45,DELV,FRUEH,P,0,40404,40404,0,0020,20,20,920567,0020,0000,1046A,,NY,F,20,W 72,,0,408,C3,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1385380100,MH6306,NY,COM,06/12/2015,45,VAN,GMC,P,35490,44990,29690,20161031,0020,20,20,920567,0020,0000,1108A,,NY,F,340,W 86 ST,,0,408,E1,,BBBBBBB,ALL,ALL,GY,0,1992,-,0,,,,,
1385380123,GLB9206,NY,PAS,06/12/2015,19,SUBN,AUDI,P,11710,35350,35370,20151227,0020,20,20,920567,0020,0000,1218P,,NY,F,407,AMSTERDAM AVE,,0,408,E1,,BBBBBBB,ALL,ALL,BL,0,2011,-,0,,,,,
1385380202,T663679C,NY,OMT,06/12/2015,50,BK,TOYOT,P,35210,29690,13113,20151231,0020,20,20,920567,0020,0000,0130P,,NY,O,330,W 72 ST,,0,408,E5,,BBBBBBB,ALL,ALL,BK,0,2015,-,0,,,,,
1385380251,PRIME230,NY,OMT,06/12/2015,46,SDN,TOYOT,P,35210,44990,29690,20160228,0020,20,20,920567,0020,0000,0136P,,NY,F,309,W 72 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BK,0,2014,-,0,,,,,
1385380263,T641991C,NY,OMT,06/12/2015,46,SUBN,GMC,P,29690,35210,35230,20160228,0020,20,20,920567,0020,0000,0138P,,NY,F,3,RIVERSIDE DR,,0,408,F1,,BBBBBBB,ALL,ALL,BK,0,2011,-,0,,,,,
1385380305,X96584,NJ,PAS,06/12/2015,46,VAN,FORD,P,35370,15710,11710,0,0020,20,20,920567,0020,0000,,,,,,,,0,0,,,,,,,,0,,0,,,,,
1385380317,R12FGF,NJ,PAS,06/12/2015,20,CONV,BMW,P,35410,15710,11710,0,0020,20,20,920567,0020,0000,0241P,,NY,F,160,W 82 ST,,0,408,F1,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
1385380536,USRAHPAR,NY,SRF,07/03/2015,19,,NISSA,P,29690,44990,29690,20160215,0020,20,20,920567,0020,0000,0150P,,NY,O,11,RIVERSIDE DR,,0,408,E1,,BBBBBBB,ALL,ALL,BK,0,2014,-,0,,,,,
1385380676,XCCK38,NJ,PAS,07/13/2015,46,P-U,FORD,P,35150,14510,15710,0,0020,20,20,920567,0020,0000,0125P,,NY,F,28,W 69 ST,,0,408,C3,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1385380767,W52EDX,NJ,PAS,07/14/2015,19,SUBN,ROVER,P,35210,14510,15710,0,0020,20,20,920567,0020,0000,1104A,,NY,F,6,W 72 ST,,0,408,E1,,BBBBBBB,ALL,ALL,BK,0,0,-,0,,,,,
1385380810,GPL6488,NY,PAS,07/14/2015,46,SDN,HONDA,P,35450,44990,29690,20160424,0020,20,20,920567,0020,0000,1233P,,NY,F,339,W 84 ST,,0,408,F1,,BBBBBBB,ALL,ALL,MR,0,2002,-,0,,,,,
1385380846,XANK43,NJ,PAS,07/14/2015,45,VAN,GMC,P,35210,14510,15710,0,0020,20,20,920567,0020,0000,0230P,,NY,F,12,W 72 ST,,0,408,E1,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1385380871,GKY8736,NY,PAS,07/14/2015,20,SUBN,JEEP,P,35410,15710,11710,20151031,0020,20,20,920567,0020,0000,0256P,,NY,F,140,W 82 ST,,0,408,C3,,BBBBBBB,ALL,ALL,BK,0,2014,-,0,,,,,
1385380883,GFP3570,NY,PAS,07/14/2015,17,SDN,HONDA,P,35410,15710,11710,20170528,0020,20,20,920567,0020,0000,0258P,,NY,F,127,W 82 ST,,0,408,D,,BBBBBBB,ALL,ALL,BK,0,2013,-,0,,,,,
1385380901,SECURCM1,NY,COM,07/15/2015,45,SDN,TOYOT,P,35210,14510,15710,20170331,0020,20,20,920567,0020,0000,0946A,,NY,F,12,W 72 ST,,0,408,E1,,BBBBBBB,ALL,ALL,WH,0,2005,-,0,,,,,
1385381048,PLMBR1,NY,RGC,07/15/2015,46,SUBN,FORD,P,35290,44990,29690,20160731,0020,20,20,920567,0020,0000,0252P,,NY,F,328,W 76 ST,,0,408,F1,,BBBBBBB,ALL,ALL,BL,0,2001,-,0,,,,,
1385381383,XBDG26,NJ,PAS,07/17/2015,45,VAN,FORD,P,44990,35450,35470,0,0020,20,20,920567,0020,0000,1237P,,NY,F,500,WEST END AVE,,0,408,E1,,BBBBBBB,ALL,ALL,WH,0,0,-,0,,,,,
1385410218,T24ETM,NJ,PAS,07/17/2015,40,P-U,FORD,P,0,40404,40404,0,0020,20,20,956949,0020,0000,0535A,,NY,O,331,70TH STREET,,0,408,F1,,BBBBBBB,ALL,ALL,RED,0,0,-,0,,,,,
1385410220,GJD5382,NY,PAS,07/19/2015,14,SDN,FORD,P,29650,35170,35190,20150730,0020,20,20,956949,0020,0000,0101A,,NY,O,220,RIVERSIDE BLVD,,0,408,E2,,BBBBBBB,ALL,ALL,GRAY,0,2013,-,0,,,,,
1385410255,GSA4031,NY,PAS,07/19/2015,14,SDN,HONDA,P,44990,11710,44990,20170615,0020,20,20,956949,0020,0000,0644A,,NY,F,200,WEST END AVE,,0,408,C,,BBBBBBB,ALL,ALL,SILVE,0,2012,-,0,,,,,
1307399666,7031A,NY,OMT,08/03/2015,21,SDN,TOYOT,S,37530,40404,40404,20160228,0020,20,0,578024,KS04,0000,0812A,,K,F,4223,189,,0,408,D1,,YYYYBBB,08 0,09 0,YELLO,0,0,-,0,,,,,
1307399769,FXW3272,NY,PAS,08/05/2015,21,,FORD,S,0,0,0,20160530,0020,20,0,535024,KS14,0000,0946A,,K,F,1612,DITMARS,,0,408,D1,,YBYBBBB,0730A,1100A,BLUE,0,0,-,0,,,,,
7009864056,GNS3150,NY,PAS,07/11/2015,71,SUBN,JEEP,T,35210,13610,44990,20160331,0020,20,20,361349,T103,R,1258P,,NY,F,251,W 72nd St,,0,408,j6,,YYYYYYY,,,BK,,2013,,0,28 7,71A-Insp Sticker Expired (NYS),,,
7009864100,GHP9416,NY,PAS,07/11/2015,37,4DSD,TOYOT,T,13610,35090,35110,20161121,0020,20,20,361349,T103,R,0238P,0231P,NY,F,1965,Broadway,,0,408,h1,,Y,0830A,1000P,TN,,1993,108-3039,0,28 7,37-Expired Muni Meter,,,
7009864111,GPW2868,NY,PAS,07/11/2015,37,4DSD,NISSA,T,35110,0,0,20160627,0020,20,20,361349,T103,R,0241P,0234P,NY,I,N,W 67th St,30ft W/of Broadway,0,408,h1,,Y,0900A,0700P,RD,,2011,108-3022,0,28 7,37-Expired Muni Meter,,,
7009864135,XBVR37,NJ,PAS,07/11/2015,14,VAN,FORD,T,35070,0,0,88888888,0020,20,20,361349,T103,R,0249P,,NY,I,N,W 65th St,100ft W/of Broadway,0,408,c,,YYYYYYY,,,WHITE,,0,,0,28 7,14-No Standing,,,
7009864172,GGF4081,NY,PAS,07/11/2015,37,4DSD,NISSA,T,11710,35010,35050,20170602,0020,20,20,361349,T103,R,0319P,0313P,NY,F,90,Amsterdam Ave,,0,408,h1,,Y,0900A,0700P,BL,,2002,139-3007,0,28 7,37-Expired Muni Meter,,,
7009864202,R89DYH,NJ,PAS,07/11/2015,40,SUBN,ME/BE,T,35090,13610,11710,88888888,0020,20,20,361349,T103,R,0337P,,NY,F,165,W 66th St,,0,408,e2,,YYYYYYY,,,TAN,,0,,0,28 7,40-Fire Hydrant,,,
7009864226,GYJ8350,NY,PAS,07/11/2015,70,SUBN,JEEP,T,35110,13610,11710,20150702,0020,20,20,361349,T103,R,0346P,,NY,F,148,W 67th St,,0,408,j3,,YYYYYYY,,,OTHER,,2015,,0,28 7,70A-Reg. Sticker Expired (NYS),,,
7009864240,GYJ8350,NY,PAS,07/11/2015,37,SUBN,JEEP,T,35110,13610,11710,20150702,0020,20,20,361349,T103,R,0401P,0355P,NY,F,148,W 67th St,,20150711,408,h1,,Y,0900A,0700P,OTHER,,2015,139-3022,0,28 7,37-Expired Muni Meter,,,
7009864251,S98DZD,NJ,PAS,07/11/2015,38,4DSD,BMW,T,35110,0,0,88888888,0020,20,20,361349,T103,R,0408P,,NY,I,S,W 67th St,30ft W/of Broadway,0,408,h1,,Y,0900A,0700P,WHITE,,0,,0,28 7,38-Failure to Display Muni Rec,,,
7009864299,GGK6821,NY,PAS,07/11/2015,70,CONV,PORSC,T,13610,35330,35350,20150617,0020,20,20,361349,T103,R,0547P,,NY,F,2211,Broadway,,0,408,j3,,YYYYYYY,,,BK,,2013,,0,28 7,70A-Reg. Sticker Expired (NYS),,,
7009864305,GGK6821,NY,PAS,07/11/2015,38,CONV,PORSC,T,13610,35330,35350,20150617,0020,20,20,361349,T103,R,0548P,,NY,F,2211,Broadway,,0,408,h1,,Y,0830A,1000P,BK,,2013,,0,28 7,38-Failure to Display Muni Rec,,,
7010266955,XCJW34,NJ,PAS,06/29/2015,16,VAN,CHEVR,T,35050,40404,40404,20150101,0020,20,20,357327,T103,E,0857A,0825A,NY,F,1926,W 64th St,,0,408,k2,,YYYYY,0800A,0700P,WHITE,,0,,0,CC1,16-No Std (Com Veh) Com Plate,,,
7010267042,GPP9124,NY,PAS,06/29/2015,16,SUBN,CHEVR,T,35050,14510,13610,20160701,0020,20,20,357327,T103,E,0936A,,NY,F,35,W 64th St,,0,408,k2,,YYYYY,0800A,0700P,WH,,2005,,0,CC1,16A-No Std (Com Veh) Non-COM,,,
7010267133,XJ196L,NJ,PAS,06/29/2015,16,SUBN,LEXUS,T,35030,14510,13610,20150101,0020,20,20,357327,T103,E,1103A,1022A,NY,F,25,W 63rd St,,0,408,k2,,YYYYY,0700A,0700P,SILVE,,0,,0,CC1,16-No Std (Com Veh) Com Plate,,,
7010268022,GHM2127,NY,PAS,07/07/2015,16,VAN,GMC,T,35090,14510,15710,20170531,0020,20,20,357327,T103,E,1023A,,NY,O,7,W 66th St,,0,408,k2,,YYYYYYY,,,WHITE,,1998,,0,35 7,16A-No Std (Com Veh) Non-COM,,,
7010268368,XM4263,NY,COM,07/08/2015,16,VAN,FORD,T,35010,14510,13610,20160531,0020,20,20,357327,T103,E,0922A,0837A,NY,F,4,W 62nd St,,0,408,k2,,YYYYY,0700A,0700P,WH,,2010,,0,46 7,16-No Std (Com Veh) Com Plate,,,
7010268411,XY26FM,NJ,PAS,07/08/2015,16,VAN,FORD,T,35090,14510,15710,20150101,0020,20,20,357327,T103,E,0942A,0851A,NY,O,7,W 66th St,,0,408,k2,,YYYYYYY,,,WHITE,,0,,0,46 7,16-No Std (Com Veh) Com Plate,,,
7010268447,XL591N,NJ,PAS,07/08/2015,46,VAN,FORD,T,13610,35010,35030,20150088,0020,20,20,357327,T103,E,1020A,1200P,NY,F,1886,Broadway,,20150708,408,F1,,,,,OTHER,,0,,0,46 7,46B-Double Parking (Com-100Ft),,,
7010269919,XAAU88,NJ,PAS,07/15/2015,14,DELV,HINO,T,35070,14510,15710,20150088,0020,20,20,357327,T103,E,0857A,,NY,O,29,W 65th St,,0,408,c,,YYYYYYY,0700A,1100P,WHITE,,0,,0,32 7,14-No Standing,,,
7010269944,M36FLB,NJ,PAS,07/15/2015,16,VAN,CHEVR,T,35010,14510,13610,20150101,0020,20,20,357327,T103,E,0912A,0836A,NY,F,2,W 62nd St,,20150715,408,k2,,YYYYY,0700A,0700P,WHITE,,0,,0,32 7,16-No Std (Com Veh) Com Plate,,,
7010269956,XBLD33,NJ,PAS,07/15/2015,16,VAN,FORD,T,35010,14510,13610,20150101,0020,20,20,357327,T103,E,0915A,0837A,NY,F,2,W 62nd St,,0,408,k2,,YYYYY,0700A,0700P,WHITE,,0,,0,32 7,16-No Std (Com Veh) Com Plate,,,
