Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA
7658165852,T620412C,NY,OMT,01/19/2016,31,SUBN,TOYOT,T,15710,35210,35230,20160430,0020,20,20,362579,T103,D,1233P,,NY,F,273,Columbus Ave,,0,408,l3,,Y,0700A,0100P,SILVE,,2010,,0,39 7,31-No Stand (Com. Mtr. Zone),,,,,,,,,,,
7658165864,GWD6668,NY,PAS,01/19/2016,40,4DSD,HONDA,T,15710,35290,35310,20170217,0020,20,20,362579,T103,D,1240P,,NY,O,353,Columbus Ave,,0,408,e2,,YYYYYYY,,,BK,,2015,,0,39 7,40-Fire Hydrant,,,,,,,,,,,
7662321034,GBF1073,NY,PAS,01/03/2016,40,SUBN,HONDA,T,29650,0,0,20160717,0020,20,20,355209,T103,A,0834A,,NY,I,E,Riverside Blvd,12ft S/of W 68th St,0,408,e2,,YYYYYYY,,,GY,,1998,,5,CC1,40-Fire Hydrant,,,,,,,,,,,
7662321058,XBYG63,NJ,PAS,01/03/2016,14,DELV,ISUZU,T,35030,0,0,88880088,0020,20,20,355209,T103,A,0952A,,NY,I,N,W 63rd St,50ft W/of West End A,0,408,c,,YYYYYYY,,,GREEN,,0,,0,CC1,14-No Standing,,,,,,,,,,,
7662321060,L92EWR,NJ,PAS,01/03/2016,14,VAN,CHEVR,T,13610,0,0,88888888,0020,20,20,355209,T103,A,1014A,,NY,I,W,Broadway,60ft N/of W 78th St,0,408,c,,YYYYYYY,,,WHITE,,0,,0,CC1,14-No Standing,,,,,,,,,,,
7662321071,T612642C,NY,OMT,01/03/2016,19,4DSD,CHRYS,T,13610,0,0,20160531,0020,20,20,355209,T103,A,1016A,,NY,I,W,Broadway,30ft S/of W 79th St,0,408,c3,,YYYYYYY,,,BK,,2012,,0,CC1,19-No Stand (bus stop),,,,,,,,,,,
7662321083,GZP5602,NY,OMS,01/03/2016,40,SUBN,KIA,T,34970,11710,44990,20160930,0020,20,20,355209,T103,A,1203P,,NY,F,229,W 60th St,,0,408,e2,,YYYYYYY,,,WH,,2016,,5,CC1,40-Fire Hydrant,,,,,,,,,,,
7662321174,GSB5895,NY,PAS,01/04/2016,21,SUBN,HYUND,T,35150,0,0,20160827,0020,20,20,355209,T103,A,0808A,,NY,I,N,W 69th St,20ft W/of Central Pa,0,408,d1,,Y  Y,0800A,0930A,BL,,2005,,0,G 77,21-No Parking (street clean),,,,,,,,,,,
7662321198,HDF4182,NY,PAS,01/04/2016,21,SUBN,TOYOT,T,35150,14510,15710,20171230,0020,20,20,355209,T103,A,0811A,,NY,F,61,W 69th St,,0,408,d1,,Y  Y,0800A,0930A,WH,,2004,,0,G 77,21-No Parking (street clean),,,,,,,,,,,
7662321204,VHJ57Y,NJ,PAS,01/04/2016,21,4DSD,TOYOT,T,35190,44990,29650,88888888,0020,20,20,355209,T103,A,0816A,,NY,O,308,W 71st St,,0,408,d1,,Y  Y,0800A,0930A,SILVE,,0,,0,G 77,21-No Parking (street clean),,,,,,,,,,,
7662321216,N25EDY,NJ,PAS,01/04/2016,40,SUBN,FORD,T,35190,44990,29650,88888888,0020,20,20,355209,T103,A,0817A,,NY,F,308,W 71st St,,0,408,e2,,YYYYYYY,,,GREY,,0,,7,G 77,40-Fire Hydrant,,,,,,,,,,,
7662321230,HBN2181,NY,PAS,01/04/2016,21,4DSD,FORD,T,35170,11710,44990,20171007,0020,20,20,355209,T103,A,0822A,,NY,F,225,W 70th St,,0,408,d1,,Y  Y,0800A,0930A,GY,,2012,,0,G 77,21-No Parking (street clean),,,,,,,,,,,
7662321290,PAL5224,MN,PAS,01/04/2016,14,TRAC,INTER,T,15710,0,0,20160288,0020,20,20,355209,T103,A,0900A,,NY,I,W,Columbus Ave,20ft N/of W 77th St,0,408,c,,YYYYY,0700A,1000A,WHITE,,0,,0,G 77,14-No Standing,,,,,,,,,,,
7662321307,PAL5224,MN,PAS,01/04/2016,84,TRAC,INTER,T,15710,0,0,20160288,0020,20,20,355209,T103,A,0901A,,NY,I,W,Columbus Ave,20ft N/of W 77th St,0,408,k7,,,,,WHITE,,0,,0,G 77,84-Platform lifts in low posit,,,,,,,,,,,
7662321320,HAB7935,NY,PAS,01/04/2016,21,SUBN,CHEVR,T,35250,14510,15710,20170730,0020,20,20,355209,T103,A,0910A,,NY,O,10,W 74th St,,0,408,d1,,Y  Y,0900A,1030A,BK,,2015,,0,G 77,21-No Parking (street clean),,,,,,,,,,,
7662321332,XDDB48,NJ,PAS,01/04/2016,21,VAN,FORD,T,35250,14510,15710,88880088,0020,20,20,355209,T103,A,0911A,,NY,O,10,W 74th St,,0,408,d1,,Y  Y,0900A,1030A,WHITE,,0,,0,G 77,21-No Parking (street clean),,,,,,,,,,,
7662321368,Z61HLH,QB,PAS,01/04/2016,21,4DSD,VOLVO,T,35230,14510,15710,88880088,0020,20,20,355209,T103,A,0917A,,NY,F,51,W 73rd St,,0,408,d1,,Y  Y,0900A,1030A,BLUE,,0,,0,G 77,21-No Parking (street clean),,,,,,,,,,,
7662321370,GUY3844,NY,PAS,01/04/2016,71,4DSD,TOYOT,T,35230,14510,15710,20161212,0020,20,20,355209,T103,A,0918A,,NY,O,59,W 73rd St,,0,408,j6,,YYYYYYY,,,GY,,2010,,0,G 77,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7662321708,52870MH,NY,COM,01/05/2016,14,UTIL,FRUEH,T,13610,11710,35210,20171231,0020,20,20,355209,T103,A,0550A,,NY,F,2061,Broadway,,0,408,c,,YYYYYYY,,,WH,,2009,,0,CCB,14-No Standing,,,,,,,,,,,
7662321757,GUG9667,NY,PAS,01/05/2016,14,SUBN,JEEP,T,35010,14510,13610,20161001,0020,20,20,355209,T103,A,0721A,,NY,O,2,W 62nd St,,0,408,c,,YYYYY,0700A,0700P,BK,,2015,,0,CCB,14-No Standing,,,,,,,,,,,
7662321794,GYU7294,NY,PAS,01/05/2016,21,SUBN,GMC,T,35150,15710,13610,20170722,0020,20,20,355209,T103,A,0816A,,NY,O,103,W 69th St,,0,408,d1,,Y  Y,0800A,0930A,TN,,2001,,0,CCB,21-No Parking (street clean),,,,,,,,,,,
7662321873,XBKY42,NJ,PAS,01/05/2016,21,VAN,MITSU,T,35230,15710,11710,88880088,0020,20,20,355209,T103,A,0914A,,NY,F,160,W 73rd St,,0,408,d1,,Y  Y,0900A,1030A,WHITE,,0,,0,CCB,21-No Parking (street clean),,,,,,,,,,,
7662321952,S51AFR,NJ,PAS,01/05/2016,21,SUBN,JEEP,T,29690,35370,35390,88888888,0020,20,20,355209,T103,A,1107A,,NY,O,81,Riverside Dr,,0,408,d1,,Y  Y,1100A,1230A,GREEN,,0,,0,CCB,21-No Parking (street clean),,,,,,,,,,,
7662321988,GWB6365,NY,PAS,01/05/2016,21,SUBN,VOLVO,T,35290,44990,29690,20171105,0020,20,20,355209,T103,A,1118A,,NY,F,330,W 76th St,,0,408,d1,,Y  Y,1100A,1230A,GY,,2013,,0,CCB,21-No Parking (street clean),,,,,,,,,,,
7662322350,XCSB72,NJ,PAS,01/06/2016,21,VAN,FORD,T,13610,35430,35450,88880088,0020,20,20,355209,T103,A,0807A,,NY,F,2307,Broadway,,0,408,d1,,Y,0800A,0830A,WHITE,,0,,0,CCB,21-No Parking (street clean),,,,,,,,,,,
7662322373,G61EVT,NJ,PAS,01/06/2016,21,2DSD,HONDA,T,13610,0,0,88888888,0020,20,20,355209,T103,A,0811A,,NY,I,W,Broadway,25ft N/of W 78th St,0,408,d1,,Y,0800A,0830A,BLACK,,0,,0,CCB,21-No Parking (street clean),,,,,,,,,,,
7662322385,JVT3571,PA,PAS,01/06/2016,21,4DSD,ACURA,T,13610,0,0,88880088,0020,20,20,355209,T103,A,0813A,,NY,I,W,Broadway,20ft N/of W 77th St,0,408,d1,,Y,0800A,0830A,GREY,,0,,0,CCB,21-No Parking (street clean),,,,,,,,,,,
7662322403,GTP1738,NY,PAS,01/06/2016,21,SUBN,ACURA,T,35210,13610,44990,20160918,0020,20,20,355209,T103,A,0817A,,NY,O,230,W 72nd St,,0,408,d1,,Y,0800A,0830A,GL,,2015,,0,CCB,21-No Parking (street clean),,,,,,,,,,,
7662322439,HBE7767,NY,PAS,01/06/2016,21,PICK,FORD,T,35210,15710,11710,20160331,0020,20,20,355209,T103,A,0823A,,NY,F,127,W 72nd St,,0,408,d1,,Y,0800A,0900A,BK,,2006,,0,CCB,21-No Parking (street clean),,,,,,,,,,,
7662322567,PAL7046,MN,PAS,01/07/2016,14,TRAC,INTER,T,15710,0,0,20160288,0020,20,20,355209,T103,A,0712A,,NY,I,W,Columbus Ave,25ft N/of W 77th St,0,408,c,,YYYYY,0700A,1000A,WHITE,,0,,0,CC8,14-No Standing,,,,,,,,,,,
7662322579,PAL7046,MN,PAS,01/07/2016,84,TRAC,INTER,T,15710,0,0,20160288,0020,20,20,355209,T103,A,0713A,,NY,I,W,Columbus Ave,25ft N/of W 77th St,0,408,k7,,,,,WHITE,,0,,0,CC8,84-Platform lifts in low posit,,,,,,,,,,,
7662322592,GSG2100,NY,PAS,01/07/2016,21,4DSD,AUDI,T,35130,14510,15710,20160720,0020,20,20,355209,T103,A,0809A,,NY,O,22,W 68th St,,0,408,d1,,Y  Y,0800A,0930A,BK,,2011,,0,CC8,21-No Parking (street clean),,,,,,,,,,,
7662322634,PBE1890,GA,PAS,01/07/2016,21,4DSD,VOLKS,T,35190,44990,29650,20160488,0020,20,20,355209,T103,A,0820A,,NY,F,333,W 71st St,,0,408,d1,,Y  Y,0800A,0930A,GREY,,0,,0,CC8,21-No Parking (street clean),,,,,,,,,,,
7662322646,GZL9680,NY,PAS,01/07/2016,21,4DSD,FORD,T,35190,44990,29650,20170625,0020,20,20,355209,T103,A,0822A,,NY,F,347,W 71st St,,0,408,d1,,Y  Y,0800A,0930A,BK,,2015,,0,CC8,21-No Parking (street clean),,,,,,,,,,,
7719070070,V28DTE,NJ,PAS,01/07/2016,37,4DSD,FORD,T,35470,11710,13610,88888888,0020,20,20,363062,T103,N,0138P,0131P,NY,F,212,W 85th St,,0,408,h1,,Y,0900A,0700P,OTHER,,0,108-3075,0,C 77,37-Expired Muni Meter,,,,,,,,,,,
7719070124,GZR7843,NY,PAS,01/07/2016,37,SUBN,FORD,T,11710,35090,35130,20170903,0020,20,20,363062,T103,N,0456P,0434P,NY,F,167,Amsterdam Ave,,0,408,h1,,Y,0900A,0700P,GR,,1999,139-3014,0,C 77,37-Expired Muni Meter,,,,,,,,,,,
7662322737,GVW1560,NY,PAS,01/07/2016,21,SUBN,ME/BE,T,35230,14510,15710,20170429,0020,20,20,355209,T103,A,0907A,,NY,F,23,W 73rd St,,0,408,d1,,Y  Y,0900A,1030A,GY,,2015,,0,CC8,21-No Parking (street clean),,,,,,,,,,,
7662322749,GNF1738,NY,PAS,01/07/2016,21,SUBN,FORD,T,35250,15710,11710,20160513,0020,20,20,355209,T103,A,0910A,,NY,O,170,W 74th St,,0,408,d1,,Y  Y,0900A,1030A,WHITE,,2004,,0,CC8,21-No Parking (street clean),,,,,,,,,,,
7662322774,HAB7935,NY,PAS,01/07/2016,21,SUBN,CHEVR,T,35250,14510,15710,20170730,0020,20,20,355209,T103,A,0914A,,NY,O,10,W 74th St,,0,408,d1,,Y  Y,0900A,1030A,BK,,2015,,0,CC8,21-No Parking (street clean),,,,,,,,,,,
7662322956,HBH7527,NY,PAS,01/08/2016,21,4DSD,HONDA,T,15710,35090,35110,20171018,0020,20,20,355209,T103,A,0714A,,NY,O,154,Columbus Ave,,0,408,d1,,Y,0700A,0730A,GY,,2003,,0,CC8,21-No Parking (street clean),,,,,,,,,,,
7662322981,GKE5446,NY,PAS,01/08/2016,21,SUBN,BMW,T,35130,14510,15710,20151028,0020,20,20,355209,T103,A,0808A,,NY,F,12,W 68th St,,0,408,d1,,Y  Y,0800A,0930A,WH,,2007,,0,CC8,21-No Parking (street clean),,,,,,,,,,,
7662322993,GKE5446,NY,PAS,01/08/2016,70,SUBN,BMW,T,35130,14510,15710,20151028,0020,20,20,355209,T103,A,0809A,,NY,F,12,W 68th St,,0,408,j3,,YYYYYYY,,,WH,,2007,,0,CC8,70A-Reg. Sticker Expired (NYS),,,,,,,,,,,
7662323006,GKJ4296,NY,PAS,01/08/2016,21,2DSD,CADIL,T,35150,0,0,20160501,0020,20,20,355209,T103,A,0813A,,NY,I,N,W 69th St,15ft W/of Central Pa,0,408,d1,,Y  Y,0800A,0930A,GR,,1985,,0,CC8,21-No Parking (street clean),,,,,,,,,,,
7662323018,GZR5771,NY,PAS,01/08/2016,21,SUBN,MINI,T,35150,14510,15710,20171120,0020,20,20,355209,T103,A,0815A,,NY,O,67,W 69th St,,0,408,d1,,Y  Y,0800A,0930A,GY,,2016,,0,CC8,21-No Parking (street clean),,,,,,,,,,,
7662323020,GPT6952,NY,PAS,01/08/2016,21,2DSD,MINI,T,35150,14510,15710,20160807,0020,20,20,355209,T103,A,0816A,,NY,O,67,W 69th St,,0,408,d1,,Y  Y,0800A,0930A,GR,,2003,,0,CC8,21-No Parking (street clean),,,,,,,,,,,
7662323109,S93FPL,NJ,PAS,01/08/2016,21,2DSD,JEEP,T,35230,14510,15710,88888888,0020,20,20,355209,T103,A,0917A,,NY,O,57,W 73rd St,,0,408,d1,,Y  Y,0900A,1030A,BLACK,,0,,0,CC8,21-No Parking (street clean),,,,,,,,,,,
7662323146,HCT1494,NY,PAS,01/08/2016,21,SUBN,CHEVR,T,35490,0,0,20171124,0020,20,20,355209,T103,A,0941A,,NY,I,S,W 86th St,12ft E/of Riverside,0,408,d1,,Y  Y,0930A,1100A,RD,,1994,,0,CC8,21-No Parking (street clean),,,,,,,,,,,
7662323195,VSV843,NJ,PAS,01/08/2016,21,4DSD,CHEVR,T,35430,44990,29690,88888888,0020,20,20,355209,T103,A,1110A,,NY,F,328,W 83rd St,,0,408,d1,,Y  Y,1100A,1230A,SILVE,,0,,0,CC8,21-No Parking (street clean),,,,,,,,,,,
7662323249,Y75EFZ,NJ,PAS,01/08/2016,21,SUBN,TOYOT,T,29690,35250,35270,88888888,0020,20,20,355209,T103,A,1121A,,NY,O,24,Riverside Dr,,0,408,d1,,Y  Y,1100A,1230A,BLACK,,0,,0,CC8,21-No Parking (street clean),,,,,,,,,,,
7662323250,JVC8073,PA,PAS,01/08/2016,21,SUBN,SUNBE,T,29690,35250,35270,88880088,0020,20,20,355209,T103,A,1123A,,NY,O,23,Riverside Dr,,0,408,d1,,Y  Y,1100A,1230A,SILVE,,0,,0,CC8,21-No Parking (street clean),,,,,,,,,,,
7662323274,GYU5242,NY,PAS,01/08/2016,21,4DSD,TOYOT,T,44990,35290,35310,20170712,0020,20,20,355209,T103,A,1128A,,NY,F,344,West End Ave,,0,408,d1,,Y  Y,1100A,1230A,BK,,2014,,0,CC8,21-No Parking (street clean),,,,,,,,,,,
7662323651,S56ESE,NJ,PAS,01/10/2016,20,SUBN,CHEVR,T,35030,16400,44990,88888888,0020,20,20,355209,T103,A,1201P,,NY,O,247,W 63rd St,,0,408,d,,YYYYYYY,,,BLACK,,0,,0,CC1,20A-No Parking (Non-COM),,,,,,,,,,,
7662323675,GME2599,NY,PAS,01/10/2016,14,SUBN,ME/BE,T,29650,35010,35030,20160101,0020,20,20,355209,T103,A,1207P,,NY,O,50,Riverside Blvd,,0,408,c,,YYYYYYY,,,WH,,2014,,0,CC1,14-No Standing,,,,,,,,,,,
7662323687,GME2599,NY,PAS,01/10/2016,70,SUBN,ME/BE,T,29650,35010,35030,20160101,0020,20,20,355209,T103,A,1208P,,NY,O,50,Riverside Blvd,,0,408,j3,,YYYYYYY,,,WH,,2014,,0,CC1,70A-Reg. Sticker Expired (NYS),,,,,,,,,,,
7662323699,42563MG,NY,COM,01/10/2016,46,DELV,GMC,T,35050,0,0,20170228,0020,20,20,355209,T103,A,1211P,1200P,NY,I,N,W 64th St,40ft W/of West End A,0,408,F1,,,,,WH,,0,,0,CC1,46B-Double Parking (Com-100Ft),,,,,,,,,,,
7662323729,GTJ9420,NY,PAS,01/10/2016,46,SUBN,SUBAR,T,34970,0,0,20160904,0020,20,20,355209,T103,A,1224P,,NY,I,S,W 60th St,70ft E/of West End A,0,408,f1,,,,,GREY,,2015,,0,CC1,46A-Double Parking (Non-COM),,,,,,,,,,,
7662323948,39139ME,NY,COM,01/11/2016,14,VAN,FORD,T,13610,11710,35210,20171130,0020,20,20,355209,T103,A,0550A,,NY,F,2067,Broadway,,0,408,c,,YYYYYYY,,,WH,,2008,,0,G 77,14-No Standing,,,,,,,,,,,
7662323950,GCP7657,NY,PAS,01/11/2016,20,SUBN,FORD,T,35010,0,0,20161010,0020,20,20,355209,T103,A,0601A,,NY,I,N,W 62nd St,50ft W/of Broadway,0,408,d,,YYYYYYY,,,BL,,2002,,0,G 77,20A-No Parking (Non-COM),,,,,,,,,,,
7662324011,T33EZJ,NJ,PAS,01/11/2016,14,4DSD,TOYOT,T,35070,14510,15710,88888888,0020,20,20,355209,T103,A,0716A,,NY,F,56,W 65th St,,0,408,c,,YYYYYYY,0700A,1100P,SILVE,,0,,0,G 77,14-No Standing,,,,,,,,,,,
7662324023,X24FEU,NJ,PAS,01/11/2016,21,SUBN,HONDA,T,35130,14510,15710,88888888,0020,20,20,355209,T103,A,0807A,,NY,F,75,W 68th St,,0,408,d1,,Y  Y,0800A,0930A,GREY,,0,,0,G 77,21-No Parking (street clean),,,,,,,,,,,
7662324072,GTD5952,NY,PAS,01/11/2016,21,4DSD,AUDI,T,35150,14510,15710,20160811,0020,20,20,355209,T103,A,0815A,,NY,F,35,W 69th St,,0,408,d1,,Y  Y,0800A,0930A,GY,,2014,,0,G 77,21-No Parking (street clean),,,,,,,,,,,
7662324096,GEL4350,NY,PAS,01/11/2016,21,SUBN,HONDA,T,35150,15710,13610,20170508,0020,20,20,355209,T103,A,0820A,,NY,F,143,W 69th St,,0,408,d1,,Y  Y,0800A,0930A,GY,,2007,,0,G 77,21-No Parking (street clean),,,,,,,,,,,
7662324140,T81CLF,NJ,PAS,01/11/2016,21,2DSD,JEEP,T,35250,14510,15710,88888888,0020,20,20,355209,T103,A,0908A,,NY,O,32,W 74th St,,0,408,d1,,Y  Y,0900A,1030A,GREEN,,0,,0,G 77,21-No Parking (street clean),,,,,,,,,,,
7662324163,51760MH,NY,COM,01/11/2016,21,VAN,FORD,T,35250,14510,15710,20170831,0020,20,20,355209,T103,A,0909A,,NY,O,22,W 74th St,,0,408,d1,,Y  Y,0900A,1030A,BL,,2015,,0,G 77,21-No Parking (street clean),,,,,,,,,,,
7662324175,HAB7935,NY,PAS,01/11/2016,21,SUBN,CHEVR,T,35250,14510,15710,20170730,0020,20,20,355209,T103,A,0910A,,NY,O,10,W 74th St,,0,408,d1,,Y  Y,0900A,1030A,BK,,2015,,0,G 77,21-No Parking (street clean),,,,,,,,,,,
7662324242,XBBR57,NJ,PAS,01/11/2016,21,VAN,FORD,T,29690,35450,35470,88880088,0020,20,20,355209,T103,A,0938A,,NY,F,126,Riverside Dr,,0,408,d1,,Y  Y,0930A,1100A,WHITE,,0,,0,G 77,21-No Parking (street clean),,,,,,,,,,,
7662324310,OCTOBER,NY,SRF,01/11/2016,21,SUBN,TOYOT,T,44990,35450,35470,20161220,0020,20,20,355209,T103,A,0951A,,NY,F,505,West End Ave,,0,408,d1,,Y  Y,0930A,1100A,BL,,2003,,0,G 77,21-No Parking (street clean),,,,,,,,,,,
7662324606,GER1381,NY,PAS,01/12/2016,21,2DSD,FIAT,T,35130,13610,11710,20170310,0020,20,20,355209,T103,A,0806A,,NY,O,155,W 68th St,,0,408,d1,,Y  Y,0800A,0930A,BL,,2013,,0,F 77,21-No Parking (street clean),,,,,,,,,,,
7662324618,42RH13,NY,MOT,01/12/2016,21,MCY,YAMAH,T,35130,13610,11710,20160430,0020,20,20,355209,T103,A,0807A,,NY,O,155,W 68th St,,0,408,d1,,Y  Y,0800A,0930A,BLUE,,0,,0,F 77,21-No Parking (street clean),,,,,,,,,,,
7662324620,GCA9830,NY,PAS,01/12/2016,21,SUBN,BMW,T,35130,14510,15710,20160515,0020,20,20,355209,T103,A,0809A,,NY,F,74,W 68th St,,0,408,d1,,Y  Y,0800A,0930A,BK,,2014,,0,F 77,21-No Parking (street clean),,,,,,,,,,,
7662324631,33037JB,NY,COM,01/12/2016,21,VAN,FORD,T,35150,14510,15710,20170331,0020,20,20,355209,T103,A,0812A,,NY,O,35,W 69th St,,0,408,d1,,Y  Y,0800A,0930A,BLUE,,1998,,0,F 77,21-No Parking (street clean),,,,,,,,,,,
7662324655,GBP7302,NY,PAS,01/12/2016,21,4DSD,INFIN,T,35190,44990,29650,20160910,0020,20,20,355209,T103,A,0818A,,NY,F,316,W 71st St,,0,408,d1,,Y  Y,0800A,0930A,GY,,2012,,0,F 77,21-No Parking (street clean),,,,,,,,,,,
7662324667,GST7284,NY,PAS,01/12/2016,21,4DSD,VOLVO,T,35190,44990,29650,20160924,0020,20,20,355209,T103,A,0819A,,NY,F,318,W 71st St,,0,408,d1,,Y  Y,0800A,0930A,BK,,2006,,0,F 77,21-No Parking (street clean),,,,,,,,,,,
7662324680,GXA6576,NY,PAS,01/12/2016,21,SUBN,FORD,T,35190,44990,29650,20170326,0020,20,20,355209,T103,A,0820A,,NY,F,342,W 71st St,,0,408,d1,,Y  Y,0800A,0930A,GY,,2005,,0,F 77,21-No Parking (street clean),,,,,,,,,,,
7662324692,GXA6576,NY,PAS,01/12/2016,71,SUBN,FORD,T,35190,44990,29650,20170326,0020,20,20,355209,T103,A,0821A,,NY,F,342,W 71st St,,0,408,j6,,YYYYYYY,,,GY,,2005,,0,F 77,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7662324760,51760MH,NY,COM,01/12/2016,21,VAN,FORD,T,35250,14510,15710,20170831,0020,20,20,355209,T103,A,0906A,,NY,F,16,W 74th St,,0,408,d1,,Y  Y,0900A,1030A,BL,,2015,,0,F 77,21-No Parking (street clean),,,,,,,,,,,
7662324783,GHK4549,NY,PAS,01/12/2016,21,2DSD,SMART,T,35250,14510,15710,20170730,0020,20,20,355209,T103,A,0908A,,NY,O,1,W 74th St,,0,408,d1,,Y  Y,0900A,1030A,GY,,2013,,0,F 77,21-No Parking (street clean),,,,,,,,,,,
7662324795,XARZ99,NJ,PAS,01/12/2016,21,VAN,FORD,T,35250,14510,15710,88880088,0020,20,20,355209,T103,A,0909A,,NY,F,10,W 74th St,,0,408,d1,,Y  Y,0900A,1030A,GREEN,,0,,0,F 77,21-No Parking (street clean),,,,,,,,,,,
7662324813,XAMW21,NJ,PAS,01/12/2016,21,VAN,CHEVR,T,35210,14510,15710,88880088,0020,20,20,355209,T103,A,0915A,,NY,F,12,W 72nd St,,0,408,d1,,Y  Y,0900A,1030A,WHITE,,0,,0,F 77,21-No Parking (street clean),,,,,,,,,,,
7662324825,45977MD,NY,COM,01/12/2016,21,VAN,CHEVR,T,35190,14510,15710,20170430,0020,20,20,355209,T103,A,0919A,,NY,F,70,W 71st St,,0,408,d1,,Y  Y,0900A,1030A,BL,,2013,,0,F 77,21-No Parking (street clean),,,,,,,,,,,
7662324850,4AARG1,CT,PAS,01/12/2016,21,2DSD,MINI,T,29690,44990,29690,88880088,0020,20,20,355209,T103,A,1109A,,NY,O,80,Riverside Dr,,0,408,d1,,Y  Y,1100A,1230A,SILVE,,0,,0,F 77,21-No Parking (street clean),,,,,,,,,,,
7719070677,GZR8135,NY,PAS,01/15/2016,37,CONV,BMW,T,15710,35110,35130,20170831,0020,20,20,363062,T103,N,0209P,1200P,NY,F,175,Columbus Ave,,0,408,h1,,Y,0730A,0700P,RD,,2009,103-3104,0,38 7,37-Expired Muni Meter,,,,,,,,,,,
7719070707,XCVX35,NJ,PAS,01/15/2016,40,VAN,FRUEH,T,35030,0,0,20160088,0020,20,20,363062,T103,N,0249P,,NY,I,S,W 63rd St,70ft W/of Central Pa,0,408,e2,,YYYYYYY,,,WHITE,,0,,7,38 7,40-Fire Hydrant,,,,,,,,,,,
7719070720,XBYW44,NJ,PAS,01/15/2016,16,VAN,DODGE,T,35010,14510,13610,20160088,0020,20,20,363062,T103,N,0322P,0247P,NY,F,4,W 62nd St,,20160115,408,k2,,YYYYY,0700A,0700P,RED,,0,,0,38 7,16-No Std (Com Veh) Com Plate,,,,,,,,,,,
7719071232,GAM06,NY,SPO,01/26/2016,17,SUBN,TOYOT,T,35590,15710,11710,20160813,0020,20,20,363062,T103,N,0211P,,NY,F,101,W 91st St,,0,408,c4,,YYYYYYY,0700A,0400P,BK,,2015,,0,53 7,17-No Stand (exc auth veh),,,,,,,,,,,
7719071256,MUJ56N,NJ,PAS,01/26/2016,37,4DSD,SUBAR,T,15710,35630,35650,88888888,0020,20,20,363062,T103,N,0323P,0310P,NY,F,689,Columbus Ave,,20160126,408,h1,,YYYYY,0100P,0700P,BLUE,,0,103-3061,0,53 7,37-Expired Muni Meter,,,,,,,,,,,
7659070990,GKA8211,NY,PAS,01/04/2016,46,4DSD,BMW,T,44990,35370,35390,20170922,0020,20,20,347650,T103,I,1101A,,NY,F,420,West End Ave,,0,408,f1,,,,,BK,,2013,,0,41 7,46A-Double Parking (Non-COM),,,,,,,,,,,
7659071002,T77DMZ,NJ,PAS,01/04/2016,21,SUBN,JEEP,T,35370,13610,44990,88888888,0020,20,20,347650,T103,I,1106A,,NY,F,259,W 80th St,,0,408,d1,,Y  Y,1100A,1230A,WHITE,,0,,0,41 7,21-No Parking (street clean),,,,,,,,,,,
7659071014,HDU4407,NY,PAS,01/04/2016,21,4DSD,SCION,T,35370,13610,44990,20160126,0020,20,20,347650,T103,I,1107A,,NY,F,259,W 80th St,,0,408,d1,,Y  Y,1100A,1230A,BLACK,,2016,,0,41 7,21-No Parking (street clean),,,,,,,,,,,
7659071038,GZH1178,NY,PAS,01/04/2016,21,SUBN,HONDA,T,35330,44990,29690,20170609,0020,20,20,347650,T103,I,1115A,,NY,F,309,W 78th St,,0,408,d1,,Y  Y,1100A,1230A,GY,,2002,,0,41 7,21-No Parking (street clean),,,,,,,,,,,
7659071051,GPF1353,NY,PAS,01/04/2016,21,4DSD,VOLKS,T,35330,0,0,20160414,0020,20,20,347650,T103,I,1120A,,NY,I,N,W 78th St,60ft E/of Riverside,0,408,d1,,Y  Y,1100A,1230A,GY,,2015,,0,41 7,21-No Parking (street clean),,,,,,,,,,,
7659071063,YAB73G,NJ,PAS,01/04/2016,21,SUBN,TOYOT,T,35330,0,0,88888888,0020,20,20,347650,T103,I,1121A,,NY,I,N,W 78th St,40ft E/of Riverside,0,408,d1,,Y  Y,1100A,1230A,SILVE,,0,,0,41 7,21-No Parking (street clean),,,,,,,,,,,
7659071075,U86DMK,NJ,PAS,01/04/2016,21,4DSD,TOYOT,T,35330,11710,13610,88888888,0020,20,20,347650,T103,I,1129A,,NY,O,236,W 78th St,,0,408,d1,,Y  Y,1100A,1230A,SILVE,,0,,0,41 7,21-No Parking (street clean),,,,,,,,,,,
