CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50108027,GARDEN CITY DELI,Manhattan,77,PEARL STREET,10004,6466575295,American,7/30/2021,Violations were cited in the following area(s).,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Critical,73,N,,8/1/2021,Cycle Inspection / Initial Inspection,40.70394698,-74.01029705,101,1,900,1000836,1000290022,MN25
50108809,ZUCKER'S BAGELS FULLTON ST.,Manhattan,125,FULTON STREET,10038,2126611080,Other,7/30/2021,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,24,N,,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.71002961,-74.00735829,101,1,1501,1079214,1000910011,MN25
41641278,OLD COUNTRY BAGEL,Queens,16226,CROSS BAY BLVD,11414,7188459211,Bagels/Pretzels,7/30/2021,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,42,,,8/1/2021,Cycle Inspection / Initial Inspection,40.65357404,-73.83850377,410,32,89200,4294195,4140660013,QN57
50108656,CYPRESS CAFE LLC,Queens,1702,STANHOPE STREET,11385,9293970406,Coffee/Tea,7/30/2021,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,9,A,7/30/2021,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.70580182,-73.91531293,405,34,54500,4081837,4034290001,QN20
50111450,CASTLE CHICKEN,Bronx,5987A,BROADWAY,10471,9178562047,Chicken,7/30/2021,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,41,N,,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.88993027,-73.89805316,208,11,28500,2084208,2058011033,BX29
41397316,LEE'S TAVERN,Staten Island,60,HANCOCK STREET,10305,7186679749,American,7/30/2021,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,14,,,8/1/2021,Cycle Inspection / Initial Inspection,40.5888438,-74.09533948,502,50,9602,5049387,5033420026,SI36
40356483,WILKEN'S FINE FOOD,Brooklyn,7114,AVENUE U,11234,7184443838,Sandwiches,7/30/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,20,,,8/1/2021,Cycle Inspection / Initial Inspection,40.62011159,-73.90698949,318,46,70000,3237693,3084310041,BK45
50108027,GARDEN CITY DELI,Manhattan,77,PEARL STREET,10004,6466575295,American,7/30/2021,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,73,N,,8/1/2021,Cycle Inspection / Initial Inspection,40.70394698,-74.01029705,101,1,900,1000836,1000290022,MN25
41641278,OLD COUNTRY BAGEL,Queens,16226,CROSS BAY BLVD,11414,7188459211,Bagels/Pretzels,7/30/2021,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,42,,,8/1/2021,Cycle Inspection / Initial Inspection,40.65357404,-73.83850377,410,32,89200,4294195,4140660013,QN57
41623532,MILLENIUM HILTON,Manhattan,55,CHURCH STREET,10007,2126932001,American,7/30/2021,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical,8,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.71144567,-74.01050382,101,1,1300,1075702,1000800004,MN25
40398138,PADDY QUINNS,Queens,42-07,162 STREET,11358,7183599820,American,7/30/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.75997094,-73.80402821,407,20,118500,4121766,4053930116,QN52
41130819,TARALLUCCI E VINO,Manhattan,15,EAST   18 STREET,10003,2122285400,Italian,7/30/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,6,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.73811119,-73.99085599,105,2,5200,1080753,1008470016,MN13
50104259,ROYAL COFFEE SHOP,Staten Island,19,CORSON AVENUE,10301,3478617671,American,7/30/2021,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical,69,N,,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.63820724,-74.07936924,501,49,1100,5000296,5000180074,SI22
40699339,NICK GARDEN COFFEE SHOP,Bronx,2953,WEBSTER AVENUE,10458,7183652277,Coffee/Tea,7/30/2021,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,31,,,8/1/2021,Cycle Inspection / Initial Inspection,40.86759042,-73.88308647,207,11,41500,2016446,2032800061,BX05
40548768,MCDONALD'S,Manhattan,4259,BROADWAY,10033,9175210827,Hamburgers,7/30/2021,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,4,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.85007394,-73.93585843,112,10,26500,1064280,1021760133,MN36
50085809,OXIDO,Manhattan,1450,BROADWAY,10018,5512068450,Mexican,7/30/2021,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,7,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.7549197,-73.9866595,105,4,11300,1022568,1009930047,MN17
40863010,WASHINGTON SQUARE DINER,Manhattan,150,WEST    4 STREET,10012,2125339306,American,7/30/2021,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.7315104,-74.00059174,102,1,6500,1008752,1005430042,MN23
40356483,WILKEN'S FINE FOOD,Brooklyn,7114,AVENUE U,11234,7184443838,Sandwiches,7/30/2021,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,20,,,8/1/2021,Cycle Inspection / Initial Inspection,40.62011159,-73.90698949,318,46,70000,3237693,3084310041,BK45
50104259,ROYAL COFFEE SHOP,Staten Island,19,CORSON AVENUE,10301,3478617671,American,7/30/2021,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,69,N,,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.63820724,-74.07936924,501,49,1100,5000296,5000180074,SI22
50104259,ROYAL COFFEE SHOP,Staten Island,19,CORSON AVENUE,10301,3478617671,American,7/30/2021,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,69,N,,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.63820724,-74.07936924,501,49,1100,5000296,5000180074,SI22
40398899,KNAPP ST PIZZA II,Brooklyn,261,AVENUE X,11223,7183760174,Pizza,7/30/2021,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,45,,,8/1/2021,Cycle Inspection / Initial Inspection,40.59020886,-73.97328784,315,47,38600,3194400,3071730042,BK26
50001699,ASTORIA TAVERN,Queens,33-16,23 AVENUE,11105,3478134954,Irish,7/30/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.77350144,-73.91167382,401,22,11700,4017109,4008340034,QN72
40699339,NICK GARDEN COFFEE SHOP,Bronx,2953,WEBSTER AVENUE,10458,7183652277,Coffee/Tea,7/30/2021,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,31,,,8/1/2021,Cycle Inspection / Initial Inspection,40.86759042,-73.88308647,207,11,41500,2016446,2032800061,BX05
40398899,KNAPP ST PIZZA II,Brooklyn,261,AVENUE X,11223,7183760174,Pizza,7/30/2021,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,45,,,8/1/2021,Cycle Inspection / Initial Inspection,40.59020886,-73.97328784,315,47,38600,3194400,3071730042,BK26
40356483,WILKEN'S FINE FOOD,Brooklyn,7114,AVENUE U,11234,7184443838,Sandwiches,7/30/2021,Violations were cited in the following area(s).,02I,Food prepared from ingredients at ambient temperature not cooled to 41º F or below within 4 hours.,Critical,20,,,8/1/2021,Cycle Inspection / Initial Inspection,40.62011159,-73.90698949,318,46,70000,3237693,3084310041,BK45
50111220,EL CHARRO BAKERY II,Brooklyn,3379,FULTON STREET,11208,9176764185,Bakery Products/Desserts,7/30/2021,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,67,N,,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.68402453,-73.87088732,305,37,118400,3092391,3041320165,BK83
40398899,KNAPP ST PIZZA II,Brooklyn,261,AVENUE X,11223,7183760174,Pizza,7/30/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,45,,,8/1/2021,Cycle Inspection / Initial Inspection,40.59020886,-73.97328784,315,47,38600,3194400,3071730042,BK26
41178124,CAFE 57,Manhattan,300,WEST   57 STREET,10019,2126492729,American,7/30/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.76643902,-73.98332508,104,3,13900,1025451,1010477502,MN15
50055215,FRANKLIN 820,Brooklyn,820,FRANKLIN AVENUE,11225,7187084113,American,7/30/2021,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,23,,,8/1/2021,Cycle Inspection / Initial Inspection,40.66987445,-73.95826695,309,35,21300,3029675,3011850046,BK63
41172734,JUNIOR'S RESTAURANT,Manhattan,1515,BROADWAY,10036,2123022000,American,7/30/2021,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.75762868,-73.98580348,105,3,11900,1024714,1010160036,MN17
41069770,PASTICCERIA BRUNO OF GREENWICH VILLAGE,Staten Island,1650,HYLAN BOULEVARD,10305,7189875859,Bakery Products/Desserts,7/30/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,21,,,8/1/2021,Cycle Inspection / Initial Inspection,40.58833446,-74.0904854,502,50,7000,5049951,5033760033,SI36
50104790,EL CHANGARRITO,Brooklyn,602,MARLBOROUGH ROAD,11226,3477710235,Spanish,7/30/2021,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,12,A,7/30/2021,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.63505314,-73.96328248,314,40,52000,3121147,3052350008,BK42
40424410,HIGHWAY BAGELS,Brooklyn,1921,KINGS HIGHWAY,11229,7183369200,Bagels/Pretzels,7/30/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.61037981,-73.95436054,315,48,55000,3182512,3067820009,BK44
40424410,HIGHWAY BAGELS,Brooklyn,1921,KINGS HIGHWAY,11229,7183369200,Bagels/Pretzels,7/30/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.61037981,-73.95436054,315,48,55000,3182512,3067820009,BK44
41397316,LEE'S TAVERN,Staten Island,60,HANCOCK STREET,10305,7186679749,American,7/30/2021,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,14,,,8/1/2021,Cycle Inspection / Initial Inspection,40.5888438,-74.09533948,502,50,9602,5049387,5033420026,SI36
40377294,MCDONALD'S,Queens,7002,COOPER AVENUE,11385,7184970722,Hamburgers,7/30/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.7017391,-73.88083222,405,30,62900,4090455,4037080033,QN19
40863010,WASHINGTON SQUARE DINER,Manhattan,150,WEST    4 STREET,10012,2125339306,American,7/30/2021,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,13,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.7315104,-74.00059174,102,1,6500,1008752,1005430042,MN23
41713587,SWEET LEAF,Queens,4615,CENTER BOULEVARD,11109,3475271038,Coffee/Tea,7/30/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,32,,,8/1/2021,Cycle Inspection / Initial Inspection,40.74723234,-73.9563777,402,26,100,4541715,4000210035,QN31
50052976,ZON BAKERY & CAFE,Manhattan,1275A,SAINT NICHOLAS AVENUE,10033,7183002642,Bakery Products/Desserts,7/30/2021,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,72,,,8/1/2021,Cycle Inspection / Initial Inspection,40.84458795,-73.93719743,112,10,26300,1063524,1021430013,MN36
41637595,"DUNKIN',' BASKIN ROBBINS",Bronx,4115,3 AVENUE,10457,7182945344,Donuts,7/30/2021,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,25,,,8/1/2021,Cycle Inspection / Initial Inspection,40.84455368,-73.8972483,206,15,39500,2009598,2029230037,BX01
40705438,EMILIA'S RESTAURANT,Bronx,2331,ARTHUR AVENUE,10458,7183675915,Italian,7/30/2021,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,21,,,8/1/2021,Cycle Inspection / Initial Inspection,40.85412495,-73.88880362,206,15,39100,2011903,2030650067,BX06
50052976,ZON BAKERY & CAFE,Manhattan,1275A,SAINT NICHOLAS AVENUE,10033,7183002642,Bakery Products/Desserts,7/30/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,72,,,8/1/2021,Cycle Inspection / Initial Inspection,40.84458795,-73.93719743,112,10,26300,1063524,1021430013,MN36
50108095,KANSAS CHICKEN & BURGER,Brooklyn,1032,NOSTRAND AVENUE,11225,3476495481,American,7/30/2021,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,7/30/2021,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.66323466,-73.95091441,309,40,32900,3034805,3013150042,BK60
41525768,THE WEST CAFE,Brooklyn,379,UNION AVENUE,11211,7185991704,American,7/30/2021,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.71189692,-73.95128244,301,34,51300,3062553,3023750024,BK73
50108027,GARDEN CITY DELI,Manhattan,77,PEARL STREET,10004,6466575295,American,7/30/2021,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,73,N,,8/1/2021,Cycle Inspection / Initial Inspection,40.70394698,-74.01029705,101,1,900,1000836,1000290022,MN25
50107105,FALLSBURGH BAGELS,Brooklyn,4602,16 AVENUE,11204,7188533323,Other,7/30/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,59,N,,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.63262327,-73.98386664,312,44,23400,3128591,3054367504,BK88
50059061,POPEYES,Brooklyn,5100,KINGS PLAZA,11234,7183773508,Chicken,7/30/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.60992885,-73.92228162,318,46,69800,3326830,3084700055,BK45
41455844,BAKERY DE PARIS,Queens,42-35,162 STREET,11358,7183536808,Coffee/Tea,7/30/2021,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,12,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.75966634,-73.80406882,407,20,118500,4537255,4053930006,QN52
40529979,ROMEO'S PIZZERIA,Queens,18808,UNION TURNPIKE,11366,7184544223,Pizza,7/30/2021,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.72924819,-73.78096961,408,23,127700,4156312,4072660001,QN06
50104136,FLATBUSH  BAGEL,Brooklyn,557,FLATBUSH AVENUE,11225,5164915588,Bagels/Pretzels,7/30/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,30,N,,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.66025483,-73.96061219,309,40,79801,3114677,3050280001,BK60
50104136,FLATBUSH  BAGEL,Brooklyn,557,FLATBUSH AVENUE,11225,5164915588,Bagels/Pretzels,7/30/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,30,N,,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.66025483,-73.96061219,309,40,79801,3114677,3050280001,BK60
50107105,FALLSBURGH BAGELS,Brooklyn,4602,16 AVENUE,11204,7188533323,Other,7/30/2021,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,59,N,,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.63262327,-73.98386664,312,44,23400,3128591,3054367504,BK88
41713587,SWEET LEAF,Queens,4615,CENTER BOULEVARD,11109,3475271038,Coffee/Tea,7/30/2021,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,32,,,8/1/2021,Cycle Inspection / Initial Inspection,40.74723234,-73.9563777,402,26,100,4541715,4000210035,QN31
50000134,DYNACO,Brooklyn,1112,BEDFORD AVENUE,11216,9173098727,American,7/30/2021,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,7,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.68667931,-73.95458576,303,36,22900,3335042,3019710033,BK69
40366222,KILLARNEY ROSE,Manhattan,80,BEAVER STREET,10005,2124221486,Irish,7/30/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.70533871,-74.00869226,101,1,700,1000834,1000280015,MN25
41579661,DUNKIN,Bronx,3421,EAST TREMONT AVENUE,10465,7188236660,Donuts,7/30/2021,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.83266017,-73.82793102,210,13,16400,2076429,2054190114,BX52
50052976,ZON BAKERY & CAFE,Manhattan,1275A,SAINT NICHOLAS AVENUE,10033,7183002642,Bakery Products/Desserts,7/30/2021,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,72,,,8/1/2021,Cycle Inspection / Initial Inspection,40.84458795,-73.93719743,112,10,26300,1063524,1021430013,MN36
41662070,THE LITTLE PRINCE,Manhattan,199,PRINCE STREET,10012,2123350566,French,7/30/2021,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,10,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.72670154,-74.00275644,102,3,4900,1008081,1005187502,MN24
40356483,WILKEN'S FINE FOOD,Brooklyn,7114,AVENUE U,11234,7184443838,Sandwiches,7/30/2021,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,20,,,8/1/2021,Cycle Inspection / Initial Inspection,40.62011159,-73.90698949,318,46,70000,3237693,3084310041,BK45
41056448,A & C KITCHEN,Manhattan,134-136,AVENUE C,10009,2126778112,Chinese,7/30/2021,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,5,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.72498127,-73.97818354,103,2,2602,1004527,1003780004,MN28
41641278,OLD COUNTRY BAGEL,Queens,16226,CROSS BAY BLVD,11414,7188459211,Bagels/Pretzels,7/30/2021,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,42,,,8/1/2021,Cycle Inspection / Initial Inspection,40.65357404,-73.83850377,410,32,89200,4294195,4140660013,QN57
41713587,SWEET LEAF,Queens,4615,CENTER BOULEVARD,11109,3475271038,Coffee/Tea,7/30/2021,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,32,,,8/1/2021,Cycle Inspection / Initial Inspection,40.74723234,-73.9563777,402,26,100,4541715,4000210035,QN31
41172734,JUNIOR'S RESTAURANT,Manhattan,1515,BROADWAY,10036,2123022000,American,7/30/2021,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,7/30/2021,8/1/2021,Cycle Inspection / Initial Inspection,40.75762868,-73.98580348,105,3,11900,1024714,1010160036,MN17
41368569,TITA'S DONUTS AND COFFEE SHOP,Bronx,1930,GRAND CONCOURSE,10457,7189018425,Bakery Products/Desserts,7/30/2021,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,28,,,8/1/2021,Cycle Inspection / Initial Inspection,40.85009961,-73.90545937,205,15,23502,2007721,2028100001,BX41
40705438,EMILIA'S RESTAURANT,Bronx,2331,ARTHUR AVENUE,10458,7183675915,Italian,7/30/2021,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,21,,,8/1/2021,Cycle Inspection / Initial Inspection,40.85412495,-73.88880362,206,15,39100,2011903,2030650067,BX06
50111522,ARABICA COFFEE,Brooklyn,20,OLD FULTON STREET,11201,7188652551,Coffee/Tea,7/30/2021,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A,7/30/2021,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.70277802,-73.99415008,302,33,100,3000000,3002010005,BK09
50052976,ZON BAKERY & CAFE,Manhattan,1275A,SAINT NICHOLAS AVENUE,10033,7183002642,Bakery Products/Desserts,7/30/2021,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,72,,,8/1/2021,Cycle Inspection / Initial Inspection,40.84458795,-73.93719743,112,10,26300,1063524,1021430013,MN36
50107105,FALLSBURGH BAGELS,Brooklyn,4602,16 AVENUE,11204,7188533323,Other,7/30/2021,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,59,N,,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.63262327,-73.98386664,312,44,23400,3128591,3054367504,BK88
50108027,GARDEN CITY DELI,Manhattan,77,PEARL STREET,10004,6466575295,American,7/30/2021,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,73,N,,8/1/2021,Cycle Inspection / Initial Inspection,40.70394698,-74.01029705,101,1,900,1000836,1000290022,MN25
50055215,FRANKLIN 820,Brooklyn,820,FRANKLIN AVENUE,11225,7187084113,American,7/30/2021,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,23,,,8/1/2021,Cycle Inspection / Initial Inspection,40.66987445,-73.95826695,309,35,21300,3029675,3011850046,BK63
50111220,EL CHARRO BAKERY II,Brooklyn,3379,FULTON STREET,11208,9176764185,Bakery Products/Desserts,7/30/2021,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,67,N,,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.68402453,-73.87088732,305,37,118400,3092391,3041320165,BK83
50111220,EL CHARRO BAKERY II,Brooklyn,3379,FULTON STREET,11208,9176764185,Bakery Products/Desserts,7/30/2021,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,67,N,,8/1/2021,Pre-permit (Operational) / Initial Inspection,40.68402453,-73.87088732,305,37,118400,3092391,3041320165,BK83
